ABCD2		FALSE
ABCD2 (1 of many)	ENSDARG00000099178	TRUE
ACKR2	ENSDARG00000086314	TRUE
ACOT12	ENSDARG00000054534	TRUE
ACSF3	ENSDARG00000059503	TRUE
ACVR1C	ENSDARG00000086172	TRUE
ADAM12		FALSE
ADAM12 (1 of many)	ENSDARG00000116062	TRUE
ADAMTS7	ENSDARG00000102478	TRUE
ADGRL3	ENSDARG00000090624	TRUE
AGBL1	ENSDARG00000104384	TRUE
AK6	ENSDARG00000035573	TRUE
AL590134.1	ENSDARG00000095161	TRUE
AL590145.1	ENSDARG00000095967	TRUE
AL590146.1	ENSDARG00000095368	TRUE
AL590149.1	ENSDARG00000012581	TRUE
AL590150.1	ENSDARG00000092341	TRUE
AL590151.1	ENSDARG00000053570	TRUE
AL590151.2	ENSDARG00000105320	TRUE
AL590152.1	ENSDARG00000110696	TRUE
AL627088.1	ENSDARG00000095600	TRUE
AL627126.1	ENSDARG00000117804	TRUE
AL627164.1	ENSDARG00000114588	TRUE
AL627258.1	ENSDARG00000096309	TRUE
AL627305.1	ENSDARG00000100324	TRUE
AL627305.2	ENSDARG00000101832	TRUE
AL627305.3	ENSDARG00000102019	TRUE
AL645691.1	ENSDARG00000102561	TRUE
AL645691.2	ENSDARG00000102716	TRUE
AL645792.1	ENSDARG00000103274	TRUE
AL645792.2	ENSDARG00000103788	TRUE
AL732488.1	ENSDARG00000085246	TRUE
AL732515.1	ENSDARG00000095199	TRUE
AL732567.1	ENSDARG00000102957	TRUE
AL732629.1	ENSDARG00000104366	TRUE
AL772146.1	ENSDARG00000105715	TRUE
AL772146.2	ENSDARG00000105823	TRUE
AL772219.1	ENSDARG00000117701	TRUE
AL772241.2	ENSDARG00000110792	TRUE
AL772298.3	ENSDARG00000117343	TRUE
AL772300.1	ENSDARG00000097343	TRUE
AL772300.2	ENSDARG00000117344	TRUE
AL772314.1	ENSDARG00000097492	TRUE
AL772362.1	ENSDARG00000097552	TRUE
